transaction_id,customer_id,customer_name,country,date,amount,category,merchant,currency
TX000663,CUST0187,Amber Smith,GB,2025-02-02T11:01:29.913711,-48.68,Shopping,Romero-Kramer,EUR
TX000664,CUST0168,Charlotte Teixeira,FR,2025-08-02T22:34:29.913711,-102.98,Entertainment,Mckay Group,INR
TX000665,CUST0082,"लता, दिव्या",IN,2025-05-29T06:42:29.913711,-97.98,Groceries,Perez and Sons,GBP
TX000666,CUST0045,Amaya Cabrera Rebollo,ES,2024-11-16T16:28:29.913711,-180.74,Entertainment,Johnson-Butler,AUD
TX000667,CUST0168,Charlotte Teixeira,FR,2025-07-09T03:01:29.913711,-150.09,Dining,Brown PLC,EUR
TX000668,CUST0003,Darío Matas,ES,2025-02-15T06:53:29.913711,-37.74,Shopping,Sparks-Harvey,USD
TX000669,CUST0092,Diane Lelièvre,FR,2025-08-13T10:18:29.913711,3583.48,Salary,Patton LLC,INR
TX000670,CUST0135,马静,CN,2024-11-21T09:26:29.913711,-184.8,Shopping,"Guzman, Morgan and Chen",EUR
TX000671,CUST0025,Ivo Vicente,PT,2025-02-27T03:46:29.913711,-97.39,Groceries,Johnson PLC,GBP
TX000672,CUST0142,Dionisio Pozo Gallo,ES,2025-08-13T00:09:29.913711,-75.47,Groceries,Livingston-Holland,CAD
TX000673,CUST0179,Luke Palmer,GB,2025-10-07T00:18:29.913711,-45.47,Groceries,"Davis, Rodriguez and Collier",CNY
TX000674,CUST0168,Charlotte Teixeira,FR,2025-01-20T04:00:29.913711,-131.3,Entertainment,"Allen, Hurst and Parker",CNY
TX000675,CUST0095,Robin Sexton,US,2025-05-31T06:49:29.913711,-136.93,Shopping,White-Burke,JPY
TX000676,CUST0096,Christine Grondin,FR,2025-08-09T09:38:29.913711,-111.78,Travel,Dog,USD
TX000677,CUST0185,吴超,CN,2024-11-17T20:00:29.913711,-173.66,Groceries,Rate,USD
TX000678,CUST0076,अवनी डानी,IN,2025-02-21T17:16:29.913711,-49.55,Travel,Name,INR
TX000679,CUST0141,高橋 直人,JP,2025-07-20T03:58:29.913711,-169.83,Shopping,Martinez-Avery,CNY
TX000680,CUST0039,Mrs Melanie Parsons,GB,2025-01-09T18:45:29.913711,-151.28,Shopping,Mccarthy-Richards,INR
TX000681,CUST0023,"गणेश, गौतम",IN,2025-08-19T22:58:29.913711,-56.82,Shopping,"Rivera, Smith and White",CAD
TX000682,CUST0044,张芳,CN,2025-07-08T09:06:29.913711,-23.01,Healthcare,"Simpson, Lopez and Gregory",INR
TX000683,CUST0009,小川 知実,JP,2025-08-22T22:27:29.913711,-20.24,Dining,Barr-Gonzales,AUD
TX000684,CUST0106,आशा कृष्णन,IN,2024-12-31T18:09:29.913711,-82.55,Rent,"Cordova, Simon and Baker",AUD
TX000685,CUST0013,Mary Baker,US,2025-04-06T02:24:29.913711,-89.84,Travel,"Bennett, Santos and Brown",JPY
TX000686,CUST0039,Mrs Melanie Parsons,GB,2024-11-26T08:08:29.913711,471.04,Transfer,Murray-Harrison,EUR
TX000687,CUST0056,Leone Cusano,IT,2025-06-09T20:12:29.913711,-174.22,Travel,Mcdonald-Howard,USD
TX000688,CUST0140,Bo Lind,NL,2025-05-23T18:27:29.913711,-115.27,Travel,Ellis and Sons,GBP
TX000689,CUST0123,Caroline de la Arnaud,FR,2025-08-13T16:53:29.913711,-88.59,Travel,"Welch, Perry and Whitehead",JPY
TX000690,CUST0062,Henri Philippe,FR,2024-12-06T19:11:29.913711,5793.17,Salary,"Conner, Hernandez and Fritz",EUR
TX000691,CUST0171,Dogan Zobel,DE,2025-05-30T23:45:29.913711,-137.46,Travel,"Hernandez, Chen and Martinez",USD
TX000692,CUST0197,Carlota Company Rojas,ES,2025-04-05T15:44:29.913711,-6.92,Rent,"Gibson, Smith and Russo",GBP
TX000693,CUST0112,Pascuala Marin Figueras,ES,2024-11-22T17:34:29.913711,-169.58,Dining,"Jones, Robles and Conner",EUR
TX000694,CUST0028,周丽丽,CN,2024-11-27T18:01:29.913711,-30.59,Shopping,Leave,USD
TX000695,CUST0087,Pippa Sanders,NL,2025-10-21T13:41:29.913711,-195.56,Entertainment,Waters-Lee,JPY
TX000696,CUST0052,石井 七夏,JP,2025-08-07T03:10:29.913711,-105.81,Utilities,Brown-Alexander,GBP
TX000697,CUST0177,Tom Hoppenbrouwer,NL,2025-10-24T07:23:29.913711,-23.32,Travel,Hunter-Morris,INR
TX000698,CUST0043,Girolamo Vento,IT,2024-11-30T19:34:29.913711,-79.5,Shopping,Moore Ltd,USD
TX000699,CUST0017,Simone Guichard de la Hervé,FR,2025-05-18T07:39:29.913711,-21.99,Rent,Morrow LLC,EUR
TX000700,CUST0004,Colette Chrétien de la Rodriguez,FR,2025-03-30T06:46:29.913711,-125.76,Utilities,Allow,EUR
TX000701,CUST0080,Katy Armstrong,GB,2025-07-07T05:56:29.913711,-161.22,Groceries,House,USD
TX000702,CUST0010,Ruth Jones,GB,2025-03-07T02:41:29.913711,-123.29,Travel,Thompson LLC,CNY
TX000703,CUST0175,王云,CN,2025-04-29T22:02:29.913711,-5.78,Utilities,Recently,INR
TX000704,CUST0015,Jacob Moore-Martin,GB,2025-09-16T19:18:29.913711,-5.01,Travel,Soon,INR
TX000705,CUST0057,陆彬,CN,2025-01-16T21:19:29.913711,-173.23,Travel,Jones-Jones,JPY
TX000706,CUST0106,आशा कृष्णन,IN,2025-03-04T04:31:29.913711,3186.68,Salary,Myers and Sons,CAD
TX000707,CUST0138,Rafaela Pereira,PT,2025-01-06T17:03:29.913711,-94.44,Groceries,Treatment,GBP
TX000708,CUST0079,जया दयाल,IN,2025-10-19T09:19:29.913711,-173.63,Entertainment,Consider,GBP
TX000709,CUST0167,陈岩,CN,2025-08-16T15:42:29.913711,-96.07,Groceries,Gilmore-Williams,GBP
TX000710,CUST0081,孙淑英,CN,2025-01-14T09:23:29.913711,-28.37,Dining,Murillo and Sons,AUD
TX000711,CUST0077,Magdalena Lucas Grande,ES,2025-06-15T10:21:29.913711,-75.81,Shopping,Romero Inc,GBP
TX000712,CUST0199,王刚,CN,2025-02-04T13:30:29.913711,-51.32,Groceries,"Lam, Morton and Robinson",INR
TX000713,CUST0155,Andrea Kranz,DE,2025-08-18T05:36:29.913711,-154.97,Rent,Jackson LLC,EUR
TX000714,CUST0176,Nicoletta Mannoia,IT,2025-07-02T14:54:29.913711,-108.59,Shopping,Miller PLC,GBP
TX000715,CUST0099,Joaquim Alves,PT,2025-07-10T01:30:29.913711,-155.88,Groceries,Williams Group,USD
TX000716,CUST0069,Bo Schulten,NL,2025-05-30T18:09:29.913711,-160.45,Rent,Castaneda Inc,GBP
TX000717,CUST0112,Pascuala Marin Figueras,ES,2025-09-12T02:06:29.913711,-110.78,Travel,"Robinson, Ashley and Wilson",AUD
TX000718,CUST0198,池田 結衣,JP,2024-11-22T06:09:29.913711,-59.56,Shopping,"Nguyen, Cobb and Gonzales",USD
TX000719,CUST0133,अदिती सेनाधीश,IN,2024-12-26T00:51:29.913711,-191.73,Shopping,Health,AUD
TX000720,CUST0188,Benthe Dennenberg,NL,2024-11-21T03:46:29.913711,-77.02,Entertainment,"Santos, Perkins and Gonzalez",INR
TX000721,CUST0112,Pascuala Marin Figueras,ES,2025-05-22T20:11:29.913711,-110.04,Shopping,"Turner, Gonzalez and Thompson",USD
TX000722,CUST0176,Nicoletta Mannoia,IT,2025-07-22T14:51:29.913711,-111.92,Shopping,"Foley, Wolf and Thomas",EUR
TX000723,CUST0046,Jodi Moses,US,2025-08-27T08:56:29.913711,-119.36,Groceries,Greene-Bell,GBP
TX000724,CUST0116,斎藤 桃子,JP,2025-08-30T09:19:29.913711,-111.34,Utilities,Russell-Smith,GBP
TX000725,CUST0183,Dana Owens,US,2025-01-02T12:29:29.913711,-76.36,Dining,"Fitzgerald, Atkinson and Harrison",AUD
TX000726,CUST0186,Abbie Green-Vaughan,GB,2025-07-20T05:32:29.913711,-125.78,Travel,Ryan-Taylor,CNY
TX000727,CUST0144,Tiffany Thompson,US,2025-10-03T14:32:29.913711,-165.12,Shopping,Johnson-Riggs,AUD
TX000728,CUST0078,"डानी, एषा",IN,2025-04-08T10:11:29.913711,-211.22,Transfer,"Spears, Hill and Welch",GBP
TX000729,CUST0051,Jill Brooks,GB,2024-11-02T06:10:29.913711,-110.56,Utilities,Opportunity,USD
TX000730,CUST0155,Andrea Kranz,DE,2025-07-10T17:35:29.913711,-107.24,Rent,Ortiz-Knight,EUR
TX000731,CUST0153,Isabela del Valls,ES,2025-09-03T10:37:29.913711,-145.77,Shopping,Willis Inc,JPY
TX000732,CUST0012,Wilson Baptista,PT,2025-02-02T14:25:29.913711,-192.84,Rent,Throw,INR
TX000733,CUST0084,佐々木 明美,JP,2024-12-14T11:28:29.913711,2247.74,Salary,"Taylor, Rivera and Fox",GBP
TX000734,CUST0116,斎藤 桃子,JP,2025-08-23T22:21:29.913711,-50.14,Groceries,"Vasquez, Peters and Morris",AUD
TX000735,CUST0017,Simone Guichard de la Hervé,FR,2025-06-07T03:26:29.913711,-173.76,Utilities,Olson Group,INR
TX000736,CUST0084,佐々木 明美,JP,2025-07-27T23:55:29.913711,-159.24,Utilities,"Diaz, Walsh and Jones",EUR
TX000737,CUST0123,Caroline de la Arnaud,FR,2025-10-19T06:21:29.913711,-62.17,Shopping,Medina LLC,CNY
TX000738,CUST0066,Leigh Watts,GB,2025-07-28T05:01:29.913711,-174.71,Travel,Romero-Haynes,CAD
TX000739,CUST0126,Vigo van der Flaas,NL,2025-02-01T05:36:29.913711,-9.04,Dining,Escobar and Sons,USD
TX000740,CUST0119,Iara Esteves,PT,2025-09-16T14:09:29.913711,-44.08,Shopping,Guy,AUD
TX000741,CUST0011,林丽华,CN,2025-04-19T21:57:29.913711,-158.59,Shopping,"Thompson, Wilson and Smith",INR
TX000742,CUST0065,Valérie Lévêque,FR,2024-12-04T19:41:29.913711,-136.83,Entertainment,Richard-Serrano,CNY
TX000743,CUST0087,Pippa Sanders,NL,2025-05-22T09:58:29.913711,-194.32,Rent,"Ford, Harmon and Richards",CNY
TX000744,CUST0086,Maurizio Wulf,DE,2025-10-11T02:20:29.913711,-193.07,Entertainment,Williams Group,GBP
TX000745,CUST0160,Dipl.-Ing. Francesca Harloff B.Sc.,DE,2025-06-24T04:19:29.913711,-47.12,Travel,"Thomas, Stevens and Stout",USD
TX000746,CUST0133,अदिती सेनाधीश,IN,2025-04-03T05:08:29.913711,-91.74,Dining,Garcia LLC,CNY
TX000747,CUST0090,"मदन, ऐश्वर्या",IN,2024-12-03T14:39:29.913711,-133.87,Shopping,Lamb-Webster,GBP
TX000748,CUST0146,Joanna Nicholson,GB,2025-09-06T22:33:29.913711,-31.4,Rent,"Knox, Gilmore and Wilson",CNY
TX000749,CUST0181,Amílcar Gárate Alberto,ES,2024-11-16T18:48:29.913711,-28.98,Groceries,"Haas, Hester and Martinez",INR
TX000750,CUST0055,逯雪,CN,2025-07-26T19:33:29.913711,-46.94,Groceries,Colon-Harris,EUR
TX000751,CUST0113,Renate Conradi,DE,2025-07-17T11:13:29.913711,-102.49,Entertainment,Adams-Medina,CAD
TX000752,CUST0187,Amber Smith,GB,2025-07-26T20:11:29.913711,-49.95,Travel,Sawyer Group,GBP
TX000753,CUST0052,石井 七夏,JP,2024-11-19T00:46:29.913711,-98.14,Dining,Williams-Mcdaniel,USD
TX000754,CUST0175,王云,CN,2025-08-31T12:43:29.913711,-191.0,Entertainment,"Mcpherson, Reid and Davis",INR
TX000755,CUST0005,Philippe Grondin,FR,2025-08-22T20:02:29.913711,-137.43,Shopping,Harris-Arnold,INR
TX000756,CUST0136,Hilary Edwards,GB,2025-04-13T01:04:29.913711,-170.88,Groceries,Webster-Tate,USD
TX000757,CUST0159,長谷川 美加子,JP,2025-08-14T02:28:29.913711,-131.69,Utilities,Williams Group,GBP
TX000758,CUST0180,Ugo Micheletti-Parini,IT,2025-03-26T04:37:29.913711,-139.28,Groceries,Same,CAD
TX000759,CUST0012,Wilson Baptista,PT,2025-01-05T10:52:29.913711,-190.16,Shopping,Andrews and Sons,EUR
TX000760,CUST0109,ज़ोया वफादार,IN,2025-05-19T16:07:29.913711,-84.41,Rent,Accept,CAD
TX000761,CUST0157,Nicholas Price,US,2025-05-01T19:43:29.913711,-60.98,Shopping,"Reilly, Hall and Burnett",EUR
TX000762,CUST0193,अंकुर वाल,IN,2025-06-27T04:30:29.913711,-43.54,Groceries,"Warren, Martinez and Green",EUR
TX000763,CUST0116,斎藤 桃子,JP,2025-04-08T08:03:29.913711,-109.25,Dining,"Grant, Haas and Kelley",JPY
TX000764,CUST0036,Geneviève Traore de la Louis,FR,2025-09-11T19:20:29.913711,-164.25,Travel,Tough,CNY
TX000765,CUST0083,Hedy Ernst,DE,2025-06-21T01:23:29.913711,-177.99,Groceries,"Lopez, Phillips and Pena",GBP
TX000766,CUST0072,Prof. Ann-Kathrin Stiebitz,DE,2025-04-28T05:58:29.913711,-179.93,Groceries,Step,EUR
TX000767,CUST0083,Hedy Ernst,DE,2025-08-12T06:26:29.913711,-96.11,Shopping,Hill Ltd,AUD
TX000768,CUST0061,"कुलकर्णी, अर्जुन",IN,2025-09-13T17:57:29.913711,-105.94,Groceries,"Henry, Brown and Graves",JPY
TX000769,CUST0177,Tom Hoppenbrouwer,NL,2025-08-30T00:12:29.913711,67.21,Transfer,Johnson-Mitchell,JPY
TX000770,CUST0044,张芳,CN,2025-10-06T07:26:29.913711,-61.18,Dining,West,EUR
TX000771,CUST0151,Dott. Mirko Buonauro,IT,2025-09-02T00:42:29.913711,-39.71,Healthcare,Wells-Riley,AUD
TX000772,CUST0017,Simone Guichard de la Hervé,FR,2025-09-02T14:05:29.913711,-49.59,Shopping,Taylor Group,CAD
TX000773,CUST0165,गणेश वफादार,IN,2025-10-04T11:27:29.913711,-172.91,Utilities,"Gonzalez, Fuentes and Bolton",USD
TX000774,CUST0193,अंकुर वाल,IN,2025-01-15T07:31:29.913711,-143.16,Entertainment,Bailey-Rose,CAD
TX000775,CUST0050,Micael Batista,PT,2025-02-14T08:18:29.913711,-88.8,Travel,Marriage,INR
TX000776,CUST0111,Herr Guntram Schaaf,DE,2025-04-25T12:59:29.913711,-7.65,Groceries,Smith LLC,GBP
TX000777,CUST0075,Nathalie Alves-Evrard,FR,2024-12-01T22:19:29.913711,-189.64,Healthcare,Ingram Group,CNY
TX000778,CUST0028,周丽丽,CN,2025-03-24T10:37:29.913711,5131.15,Salary,Green-Rivas,AUD
TX000779,CUST0103,宋博,CN,2025-05-14T23:56:29.913711,-166.19,Utilities,"Rodriguez, Austin and Thomas",AUD
TX000780,CUST0092,Diane Lelièvre,FR,2025-06-01T14:40:29.913711,170.07,Transfer,"Lewis, Mcpherson and Moore",EUR
TX000781,CUST0165,गणेश वफादार,IN,2024-11-08T15:08:29.913711,-71.7,Shopping,Finish,GBP
TX000782,CUST0021,森 里佳,JP,2025-01-10T07:13:29.913711,4192.2,Salary,"Gonzalez, Jackson and Bean",AUD
TX000783,CUST0159,長谷川 美加子,JP,2025-02-01T00:54:29.913711,6740.5,Salary,"Frank, Sims and Cunningham",JPY
TX000784,CUST0047,Jorn van Laarhoven,NL,2025-06-06T05:22:29.913711,-34.87,Healthcare,Jackson-Wilson,INR
TX000785,CUST0105,Emmanuel Briand,FR,2025-08-07T04:45:29.913711,-192.62,Groceries,"Simmons, Michael and Reid",CNY
TX000786,CUST0028,周丽丽,CN,2025-08-25T02:06:29.913711,-57.61,Groceries,Blake Ltd,INR
TX000787,CUST0119,Iara Esteves,PT,2025-07-22T12:55:29.913711,-182.75,Shopping,Wright-Gilbert,EUR
TX000788,CUST0175,王云,CN,2025-09-21T04:13:29.913711,-80.46,Healthcare,Seek,USD
TX000789,CUST0120,曾霞,CN,2025-06-21T03:19:29.913711,-56.91,Entertainment,Giles Group,INR
TX000790,CUST0074,Fabrizia Ossani,IT,2025-01-24T12:06:29.913711,-53.86,Shopping,"Campbell, Watson and Higgins",INR
TX000791,CUST0015,Jacob Moore-Martin,GB,2025-09-19T01:59:29.913711,-189.93,Groceries,Computer,USD
TX000792,CUST0073,Romana Rienzo,IT,2025-07-06T12:30:29.913711,-33.97,Entertainment,Mercer Group,GBP
TX000793,CUST0157,Nicholas Price,US,2025-03-23T19:16:29.913711,-55.42,Utilities,"Wagner, Brown and Cummings",GBP
TX000794,CUST0168,Charlotte Teixeira,FR,2025-06-16T22:13:29.913711,-47.41,Groceries,Winters-Jones,GBP
TX000795,CUST0135,马静,CN,2024-11-16T20:27:29.913711,95.54,Transfer,Indicate,CAD
TX000796,CUST0192,Ilja Zänker,DE,2025-05-30T22:37:29.913711,-58.43,Rent,Bailey-Gonzalez,CNY
TX000797,CUST0013,Mary Baker,US,2025-09-24T19:10:29.913711,-189.76,Shopping,"Myers, Villanueva and Mcdowell",CAD
TX000798,CUST0077,Magdalena Lucas Grande,ES,2025-07-02T10:10:29.913711,-154.44,Shopping,Perkins PLC,AUD
TX000799,CUST0121,Rafaela Oliveira,PT,2025-03-14T14:55:29.913711,-197.69,Shopping,Image,CAD
TX000800,CUST0097,Tiffany Morrow,US,2025-10-13T20:55:29.913711,-192.0,Dining,Box,CNY
TX000801,CUST0110,Arthur Sprong,NL,2025-09-09T07:16:29.913711,-147.29,Utilities,Maybe,INR
TX000802,CUST0167,陈岩,CN,2025-08-26T22:51:29.913711,-53.93,Dining,Hatfield PLC,JPY
TX000803,CUST0133,अदिती सेनाधीश,IN,2025-04-22T08:06:29.913711,-186.73,Transfer,Moon-Jackson,USD
TX000804,CUST0017,Simone Guichard de la Hervé,FR,2024-11-06T23:28:29.913711,-66.33,Entertainment,"Anderson, Johnson and Williams",INR
TX000805,CUST0064,Karl Bowen,GB,2025-02-06T11:23:29.913711,-188.91,Rent,Herman-Alvarez,JPY
TX000806,CUST0153,Isabela del Valls,ES,2025-09-22T14:07:29.913711,-413.61,Transfer,Stafford Group,AUD
TX000807,CUST0168,Charlotte Teixeira,FR,2025-09-28T05:13:29.913711,396.0,Transfer,Martinez-Brown,INR
TX000808,CUST0075,Nathalie Alves-Evrard,FR,2025-06-28T08:21:29.913711,-111.58,Groceries,Image,AUD
TX000809,CUST0177,Tom Hoppenbrouwer,NL,2025-10-07T20:38:29.913711,-185.57,Groceries,Rodriguez-Mack,AUD
TX000810,CUST0099,Joaquim Alves,PT,2025-04-19T11:38:29.913711,-235.34,Transfer,Smith and Sons,CAD
TX000811,CUST0051,Jill Brooks,GB,2025-09-08T22:33:29.913711,-178.86,Rent,Osborn PLC,AUD
TX000812,CUST0055,逯雪,CN,2025-09-11T06:28:29.913711,-60.5,Shopping,Kent-Anderson,EUR
TX000813,CUST0018,坂本 太一,JP,2025-08-20T09:38:29.913711,-196.34,Dining,"Travis, Dominguez and Owens",USD
TX000814,CUST0009,小川 知実,JP,2025-10-06T22:39:29.913711,-135.68,Groceries,Williams Inc,USD
TX000815,CUST0131,अमायरा कुलकर्णी,IN,2025-10-29T01:52:29.913711,6908.34,Salary,Hernandez-Cortez,EUR
TX000816,CUST0138,Rafaela Pereira,PT,2025-02-23T10:46:29.913711,317.98,Transfer,"Best, Peterson and Robertson",CNY
TX000817,CUST0085,Frédérique Lopez,FR,2025-10-15T19:47:29.913711,-5.58,Groceries,Bradshaw Group,CNY
TX000818,CUST0136,Hilary Edwards,GB,2025-04-23T13:15:29.913711,-50.53,Entertainment,Williams PLC,GBP
TX000819,CUST0141,高橋 直人,JP,2024-11-20T23:04:29.913711,-64.3,Groceries,Some,CNY
TX000820,CUST0124,Christl Schacht,DE,2024-12-14T06:50:29.913711,-172.71,Dining,Baird-Rogers,JPY
TX000821,CUST0125,田中 春香,JP,2025-05-18T13:12:29.913711,-139.99,Healthcare,"Black, Brooks and Fowler",CAD
TX000822,CUST0004,Colette Chrétien de la Rodriguez,FR,2024-11-18T20:25:29.913711,-59.4,Travel,"Johnson, Pace and Jenkins",JPY
TX000823,CUST0167,陈岩,CN,2025-10-08T02:51:29.913711,370.2,Transfer,Moore Group,JPY
TX000824,CUST0018,坂本 太一,JP,2024-11-19T09:31:29.913711,-196.28,Entertainment,Less,USD
TX000825,CUST0062,Henri Philippe,FR,2025-10-26T06:30:29.913711,-76.63,Groceries,Paper,EUR
TX000826,CUST0116,斎藤 桃子,JP,2025-09-08T16:15:29.913711,-40.53,Rent,Smith LLC,CAD
TX000827,CUST0152,Dr Graeme Jones,GB,2025-09-11T17:26:29.913711,-116.89,Shopping,Southern,AUD
TX000828,CUST0083,Hedy Ernst,DE,2025-01-01T07:58:29.913711,-137.29,Healthcare,Two,JPY
TX000829,CUST0195,木村 真綾,JP,2024-11-24T04:33:29.913711,-176.45,Travel,"Gardner, Mendez and Lewis",AUD
TX000830,CUST0043,Girolamo Vento,IT,2025-10-22T21:57:29.913711,-152.49,Groceries,Palmer Group,GBP
TX000831,CUST0025,Ivo Vicente,PT,2025-09-20T05:46:29.913711,-196.95,Dining,Wang LLC,USD
TX000832,CUST0001,Maurice Harvey,GB,2025-01-30T13:07:29.913711,-27.05,Rent,Davis Ltd,CAD
TX000833,CUST0177,Tom Hoppenbrouwer,NL,2025-01-03T16:31:29.913711,-98.0,Rent,Burton and Sons,GBP
TX000834,CUST0156,Luka Zevenboom-Arts,NL,2025-10-20T12:00:29.913711,-102.52,Groceries,Everyone,INR
TX000835,CUST0089,Elba Alcaraz-Real,ES,2025-06-02T10:57:29.913711,-177.09,Utilities,"Dennis, Cox and Keith",EUR
TX000836,CUST0158,Catalina Domínguez-Grau,ES,2025-05-05T03:54:29.913711,-49.79,Utilities,Kane-Diaz,INR
TX000837,CUST0013,Mary Baker,US,2025-02-07T14:12:29.913711,-35.46,Groceries,Focus,CAD
TX000838,CUST0045,Amaya Cabrera Rebollo,ES,2025-01-21T08:21:29.913711,-74.25,Groceries,Mitchell Group,AUD
TX000839,CUST0064,Karl Bowen,GB,2025-04-21T06:13:29.913711,-111.64,Shopping,Edwards and Sons,USD
TX000840,CUST0137,Caetana Valente,PT,2025-01-29T16:12:29.913711,-99.59,Groceries,Woodard-Stark,JPY
TX000841,CUST0184,Susan Briand,FR,2025-06-16T04:59:29.913711,-161.24,Travel,Foley-Rice,CNY
TX000842,CUST0058,Michel Pinto,FR,2024-12-26T20:36:29.913711,-56.14,Groceries,At,AUD
TX000843,CUST0056,Leone Cusano,IT,2024-12-08T01:59:29.913711,-26.35,Entertainment,"Martinez, Patel and Preston",CAD
TX000844,CUST0045,Amaya Cabrera Rebollo,ES,2025-05-17T21:30:29.913711,-162.14,Entertainment,Matthews Ltd,INR
TX000845,CUST0051,Jill Brooks,GB,2025-04-20T14:24:29.913711,-188.37,Dining,Blackwell-Duke,CAD
TX000846,CUST0117,Leocadio Severino Bermejo Rius,ES,2025-06-02T16:10:29.913711,-27.15,Travel,Jones PLC,GBP
TX000847,CUST0147,"पुष्कर, रश्मी",IN,2025-08-10T17:27:29.913711,4652.38,Salary,Husband,JPY
TX000848,CUST0151,Dott. Mirko Buonauro,IT,2025-07-01T00:39:29.913711,-116.52,Groceries,Room,JPY
TX000849,CUST0083,Hedy Ernst,DE,2025-06-11T04:36:29.913711,-84.6,Shopping,"Smith, Reeves and Rodriguez",USD
TX000850,CUST0106,आशा कृष्णन,IN,2024-11-22T11:52:29.913711,-101.68,Dining,Horton PLC,AUD
TX000851,CUST0122,Rita Leone,IT,2025-10-22T13:50:29.913711,-183.8,Entertainment,"Wolf, Ross and Rodriguez",AUD
TX000852,CUST0055,逯雪,CN,2025-01-06T21:40:29.913711,-5.2,Utilities,"Zhang, Frank and Anderson",INR
TX000853,CUST0041,Martin Williams,GB,2025-10-27T01:16:29.913711,-86.19,Healthcare,Final,CAD
TX000854,CUST0197,Carlota Company Rojas,ES,2025-01-10T08:47:29.913711,-30.05,Groceries,Torres PLC,USD
TX000855,CUST0160,Dipl.-Ing. Francesca Harloff B.Sc.,DE,2024-12-06T23:19:29.913711,-96.47,Dining,Jacobson-Mclean,INR
TX000856,CUST0178,Tammy Buchanan,US,2025-09-10T03:58:29.913711,-46.4,Shopping,Price-Brown,CNY
TX000857,CUST0188,Benthe Dennenberg,NL,2024-11-29T03:20:29.913711,-26.84,Dining,Arias Inc,CNY
TX000858,CUST0119,Iara Esteves,PT,2025-09-12T11:45:29.913711,-73.61,Travel,Franklin-Parker,JPY
TX000859,CUST0035,Ing. Horst Franke,DE,2025-04-20T17:56:29.913711,-106.69,Groceries,What,JPY
TX000860,CUST0192,Ilja Zänker,DE,2025-02-23T20:44:29.913711,-101.8,Shopping,"Haynes, Williamson and Cannon",USD
TX000861,CUST0016,Christiane-Manon Le Goff,FR,2025-05-09T21:50:29.913711,-97.3,Entertainment,Jones Inc,INR
TX000862,CUST0115,高橋 康弘,JP,2025-09-13T22:13:29.913711,-64.82,Dining,Age,EUR
TX000863,CUST0048,吉田 直人,JP,2025-06-22T12:27:29.913711,-165.13,Travel,Recognize,EUR
TX000864,CUST0027,Azra van der Horst,NL,2025-01-23T18:29:29.913711,-103.22,Dining,Key,USD
TX000865,CUST0075,Nathalie Alves-Evrard,FR,2025-06-02T07:56:29.913711,-26.1,Transfer,Gaines Ltd,USD
TX000866,CUST0074,Fabrizia Ossani,IT,2025-02-04T12:23:29.913711,-154.7,Shopping,Particular,CNY
TX000867,CUST0105,Emmanuel Briand,FR,2025-08-23T21:03:29.913711,-136.37,Rent,Curtis-Patterson,CAD
TX000868,CUST0117,Leocadio Severino Bermejo Rius,ES,2025-04-05T04:30:29.913711,-140.23,Shopping,"Gomez, Walton and Harris",JPY
TX000869,CUST0123,Caroline de la Arnaud,FR,2025-05-09T20:11:29.913711,-171.07,Shopping,Parker Group,GBP
TX000870,CUST0158,Catalina Domínguez-Grau,ES,2025-01-22T08:56:29.913711,-10.22,Utilities,Spring,GBP
TX000871,CUST0041,Martin Williams,GB,2025-03-01T13:24:29.913711,74.53,Transfer,Williams-Mccall,CNY
TX000872,CUST0047,Jorn van Laarhoven,NL,2025-02-14T04:07:29.913711,-138.2,Groceries,"Stephenson, Rogers and Fisher",CNY
TX000873,CUST0114,Inès Guillot,FR,2025-08-03T15:56:29.913711,-20.52,Utilities,Hughes PLC,CAD
TX000874,CUST0196,Milena Sorgatz-Hartmann,DE,2025-01-14T01:21:29.913711,-199.16,Travel,"Cross, Daniels and King",CNY
TX000875,CUST0165,गणेश वफादार,IN,2025-10-27T19:52:29.913711,-10.93,Shopping,Carey Group,GBP
TX000876,CUST0144,Tiffany Thompson,US,2025-06-14T21:06:29.913711,-106.6,Groceries,Rodriguez PLC,EUR
TX000877,CUST0078,"डानी, एषा",IN,2024-11-12T23:01:29.913711,-113.04,Shopping,Carter PLC,USD
TX000878,CUST0155,Andrea Kranz,DE,2025-09-24T16:59:29.913711,-47.65,Entertainment,Heath Inc,JPY
TX000879,CUST0005,Philippe Grondin,FR,2024-12-13T04:16:29.913711,-69.05,Entertainment,Garcia-Riddle,AUD
TX000880,CUST0049,Samuel Gray-King,GB,2025-07-09T21:00:29.913711,-16.04,Rent,Structure,CNY
TX000881,CUST0101,Gordon Lowe,GB,2025-01-15T09:16:29.913711,3702.79,Salary,Yoder and Sons,CNY
TX000882,CUST0089,Elba Alcaraz-Real,ES,2025-04-07T01:17:29.913711,-157.94,Healthcare,Bank,AUD
TX000883,CUST0113,Renate Conradi,DE,2025-03-27T16:13:29.913711,-24.94,Dining,"Powell, Moore and Martin",AUD
TX000884,CUST0035,Ing. Horst Franke,DE,2025-08-28T05:27:29.913711,-140.87,Groceries,Few,CNY
TX000885,CUST0016,Christiane-Manon Le Goff,FR,2025-08-29T22:27:29.913711,-75.43,Groceries,"Jones, Wagner and Vazquez",GBP
